Comunidades autónomas	Ocupación	Sexo	Periodo	Total
Madrid, Comunidad de	Alta	Mujeres	2014	32.325,71
Madrid, Comunidad de	Alta	Mujeres	2013	32.534,85
Madrid, Comunidad de	Alta	Mujeres	2012	32.203,62
Madrid, Comunidad de	Alta	Mujeres	2011	31.761,85
Madrid, Comunidad de	Alta	Mujeres	2010	31.783,39
Madrid, Comunidad de	Alta	Mujeres	2009	30.940,65
Madrid, Comunidad de	Alta	Mujeres	2008	30.132,82
Madrid, Comunidad de	Alta	Hombres	2023	47.180,44
Madrid, Comunidad de	Alta	Hombres	2022	46.437,32
Madrid, Comunidad de	Alta	Hombres	2021	43.884,9
Madrid, Comunidad de	Alta	Hombres	2020	43.071,05
Madrid, Comunidad de	Alta	Hombres	2019	42.214,51
Madrid, Comunidad de	Alta	Hombres	2018	41.496,58
Madrid, Comunidad de	Alta	Hombres	2017	41.659,65
Madrid, Comunidad de	Alta	Hombres	2016	40.172,85
Madrid, Comunidad de	Alta	Hombres	2015	40.833,55
Madrid, Comunidad de	Alta	Hombres	2014	41.416,23
Madrid, Comunidad de	Alta	Hombres	2013	40.557,47
Madrid, Comunidad de	Alta	Hombres	2012	39.679,17
Madrid, Comunidad de	Alta	Hombres	2011	39.754,97
Madrid, Comunidad de	Alta	Hombres	2010	40.463,86
Madrid, Comunidad de	Alta	Hombres	2009	40.688,07
Madrid, Comunidad de	Alta	Hombres	2008	39.012,4
Madrid, Comunidad de	Media	Ambos sexos	2023	24.031,34
Madrid, Comunidad de	Media	Ambos sexos	2022	23.370,5
Madrid, Comunidad de	Media	Ambos sexos	2021	21.920,78
Madrid, Comunidad de	Media	Ambos sexos	2020	21.350,7
Madrid, Comunidad de	Media	Ambos sexos	2019	21.017,98
Madrid, Comunidad de	Media	Ambos sexos	2018	20.454,04
Madrid, Comunidad de	Media	Ambos sexos	2017	19.799,11
Madrid, Comunidad de	Media	Ambos sexos	2016	19.281,74
Madrid, Comunidad de	Media	Ambos sexos	2015	19.389,12
Madrid, Comunidad de	Media	Ambos sexos	2014	19.540,87
Madrid, Comunidad de	Media	Ambos sexos	2013	18.848,89
Madrid, Comunidad de	Media	Ambos sexos	2012	18.872,27
Madrid, Comunidad de	Media	Ambos sexos	2011	19.400,44
Madrid, Comunidad de	Media	Ambos sexos	2010	19.713,67
Madrid, Comunidad de	Media	Ambos sexos	2009	18.705,07
Madrid, Comunidad de	Media	Ambos sexos	2008	19.033,65
Madrid, Comunidad de	Media	Mujeres	2023	21.544,6
Madrid, Comunidad de	Media	Mujeres	2022	21.131,64
Madrid, Comunidad de	Media	Mujeres	2021	19.391,2
Madrid, Comunidad de	Media	Mujeres	2020	18.974,36
Madrid, Comunidad de	Media	Mujeres	2019	18.805,39
Madrid, Comunidad de	Media	Mujeres	2018	17.978,26
Madrid, Comunidad de	Media	Mujeres	2017	17.650,09
Madrid, Comunidad de	Media	Mujeres	2016	16.881,2
Madrid, Comunidad de	Media	Mujeres	2015	17.081,2
Madrid, Comunidad de	Media	Mujeres	2014	17.286,23
Madrid, Comunidad de	Media	Mujeres	2013	16.542,8
Madrid, Comunidad de	Media	Mujeres	2012	16.696,16
Madrid, Comunidad de	Media	Mujeres	2011	17.355,54
Madrid, Comunidad de	Media	Mujeres	2010	17.413,84
Madrid, Comunidad de	Media	Mujeres	2009	16.152,13
Madrid, Comunidad de	Media	Mujeres	2008	16.519,05
Madrid, Comunidad de	Media	Hombres	2023	26.537,78
Madrid, Comunidad de	Media	Hombres	2022	25.615,3
Madrid, Comunidad de	Media	Hombres	2021	24.295,86
Madrid, Comunidad de	Media	Hombres	2020	23.560,61
Madrid, Comunidad de	Media	Hombres	2019	23.216,55
Madrid, Comunidad de	Media	Hombres	2018	22.883,78
Madrid, Comunidad de	Media	Hombres	2017	21.918,9
Madrid, Comunidad de	Media	Hombres	2016	21.721,53
Madrid, Comunidad de	Media	Hombres	2015	21.697,16
Madrid, Comunidad de	Media	Hombres	2014	21.728,48
Madrid, Comunidad de	Media	Hombres	2013	21.123,04
Madrid, Comunidad de	Media	Hombres	2012	21.129,25
Madrid, Comunidad de	Media	Hombres	2011	21.550,86
Madrid, Comunidad de	Media	Hombres	2010	21.882,69
Madrid, Comunidad de	Media	Hombres	2009	21.244,71
Madrid, Comunidad de	Media	Hombres	2008	21.449,37
Madrid, Comunidad de	Baja	Ambos sexos	2023	20.413,95
Madrid, Comunidad de	Baja	Ambos sexos	2022	19.010,13
Madrid, Comunidad de	Baja	Ambos sexos	2021	18.270,05
Madrid, Comunidad de	Baja	Ambos sexos	2020	18.370,71
Madrid, Comunidad de	Baja	Ambos sexos	2019	18.105,05
Madrid, Comunidad de	Baja	Ambos sexos	2018	16.882,56
Madrid, Comunidad de	Baja	Ambos sexos	2017	16.647,9
Madrid, Comunidad de	Baja	Ambos sexos	2016	16.100,06
Madrid, Comunidad de	Baja	Ambos sexos	2015	16.499,64
Madrid, Comunidad de	Baja	Ambos sexos	2014	16.263,59
Madrid, Comunidad de	Baja	Ambos sexos	2013	16.654,78
Madrid, Comunidad de	Baja	Ambos sexos	2012	17.066,44
Madrid, Comunidad de	Baja	Ambos sexos	2011	16.368,09
Madrid, Comunidad de	Baja	Ambos sexos	2010	16.904,08
Madrid, Comunidad de	Baja	Ambos sexos	2009	17.105,52
Madrid, Comunidad de	Baja	Ambos sexos	2008	17.414,32
Madrid, Comunidad de	Baja	Mujeres	2023	15.786,92
Madrid, Comunidad de	Baja	Mujeres	2022	14.191,14
Madrid, Comunidad de	Baja	Mujeres	2021	14.041,09
Madrid, Comunidad de	Baja	Mujeres	2020	14.387,54
Madrid, Comunidad de	Baja	Mujeres	2019	14.613,63
Madrid, Comunidad de	Baja	Mujeres	2018	12.533,37
Madrid, Comunidad de	Baja	Mujeres	2017	12.610,57
Madrid, Comunidad de	Baja	Mujeres	2016	12.910,7
Madrid, Comunidad de	Baja	Mujeres	2015	13.024,58
Madrid, Comunidad de	Baja	Mujeres	2014	12.296,94
Madrid, Comunidad de	Baja	Mujeres	2013	12.558,57
Madrid, Comunidad de	Baja	Mujeres	2012	12.936,88
Madrid, Comunidad de	Baja	Mujeres	2011	12.422,73
Madrid, Comunidad de	Baja	Mujeres	2010	12.709,88
Madrid, Comunidad de	Baja	Mujeres	2009	12.767,38
Madrid, Comunidad de	Baja	Mujeres	2008	13.095,4
Madrid, Comunidad de	Baja	Hombres	2023	23.545,16
Madrid, Comunidad de	Baja	Hombres	2022	22.055
Madrid, Comunidad de	Baja	Hombres	2021	21.300,5
Madrid, Comunidad de	Baja	Hombres	2020	20.991,74
Madrid, Comunidad de	Baja	Hombres	2019	20.414,53
Madrid, Comunidad de	Baja	Hombres	2018	19.778,74
Madrid, Comunidad de	Baja	Hombres	2017	19.323,56
Madrid, Comunidad de	Baja	Hombres	2016	18.279,86
Madrid, Comunidad de	Baja	Hombres	2015	18.953,06
Madrid, Comunidad de	Baja	Hombres	2014	19.610,33
Madrid, Comunidad de	Baja	Hombres	2013	19.714,52
Madrid, Comunidad de	Baja	Hombres	2012	20.406,85
Madrid, Comunidad de	Baja	Hombres	2011	19.312,99
Madrid, Comunidad de	Baja	Hombres	2010	20.214,54
Madrid, Comunidad de	Baja	Hombres	2009	20.133,79
Madrid, Comunidad de	Baja	Hombres	2008	19.792,23
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2023	25.329,87
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2022	23.851,69
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2021	23.281,39
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2020	22.919,62
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2019	22.123,99
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2018	21.510,59
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2017	21.309,22
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2016	21.242,5
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2015	20.928,98
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2014	20.717,07
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2013	20.449,83
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2012	20.682,01
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2011	21.077,49
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2010	20.863,37
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2009	20.430,4
Murcia, Región de	Todas las ocupaciones	Ambos sexos	2008	18.911,75
Murcia, Región de	Todas las ocupaciones	Mujeres	2023	22.474,77
Murcia, Región de	Todas las ocupaciones	Mujeres	2022	20.956,37
Murcia, Región de	Todas las ocupaciones	Mujeres	2021	20.189,83
Murcia, Región de	Todas las ocupaciones	Mujeres	2020	20.007,14
Murcia, Región de	Todas las ocupaciones	Mujeres	2019	19.431,25
Murcia, Región de	Todas las ocupaciones	Mujeres	2018	18.598,64
Murcia, Región de	Todas las ocupaciones	Mujeres	2017	18.048,37
Murcia, Región de	Todas las ocupaciones	Mujeres	2016	18.033,05
Murcia, Región de	Todas las ocupaciones	Mujeres	2015	17.540,27
Murcia, Región de	Todas las ocupaciones	Mujeres	2014	17.500,99
Murcia, Región de	Todas las ocupaciones	Mujeres	2013	16.957,29
Murcia, Región de	Todas las ocupaciones	Mujeres	2012	17.457,52
Murcia, Región de	Todas las ocupaciones	Mujeres	2011	18.053,61
Murcia, Región de	Todas las ocupaciones	Mujeres	2010	17.838,28
Murcia, Región de	Todas las ocupaciones	Mujeres	2009	17.384,95
Murcia, Región de	Todas las ocupaciones	Mujeres	2008	16.020,2
Murcia, Región de	Todas las ocupaciones	Hombres	2023	27.799,19
Murcia, Región de	Todas las ocupaciones	Hombres	2022	26.240,66
Murcia, Región de	Todas las ocupaciones	Hombres	2021	25.674,66
Murcia, Región de	Todas las ocupaciones	Hombres	2020	25.227,26
Murcia, Región de	Todas las ocupaciones	Hombres	2019	24.289,41
Murcia, Región de	Todas las ocupaciones	Hombres	2018	23.670,24
Murcia, Región de	Todas las ocupaciones	Hombres	2017	24.009,22
Murcia, Región de	Todas las ocupaciones	Hombres	2016	23.947,99
Murcia, Región de	Todas las ocupaciones	Hombres	2015	23.773,09
Murcia, Región de	Todas las ocupaciones	Hombres	2014	23.419,03
Murcia, Región de	Todas las ocupaciones	Hombres	2013	23.428,23
Murcia, Región de	Todas las ocupaciones	Hombres	2012	23.487,03
Murcia, Región de	Todas las ocupaciones	Hombres	2011	23.460,47
Murcia, Región de	Todas las ocupaciones	Hombres	2010	23.482,48
Murcia, Región de	Todas las ocupaciones	Hombres	2009	22.628,62
Murcia, Región de	Todas las ocupaciones	Hombres	2008	21.174,93
Murcia, Región de	Alta	Ambos sexos	2023	36.589,13
Murcia, Región de	Alta	Ambos sexos	2022	35.912,1
Murcia, Región de	Alta	Ambos sexos	2021	33.851,47
Murcia, Región de	Alta	Ambos sexos	2020	32.990,69
Murcia, Región de	Alta	Ambos sexos	2019	31.546,07
Murcia, Región de	Alta	Ambos sexos	2018	30.786,55
Murcia, Región de	Alta	Ambos sexos	2017	30.800,86
Murcia, Región de	Alta	Ambos sexos	2016	31.934,09
Murcia, Región de	Alta	Ambos sexos	2015	31.507,56
Murcia, Región de	Alta	Ambos sexos	2014	29.890,31
Murcia, Región de	Alta	Ambos sexos	2013	30.854,29
Murcia, Región de	Alta	Ambos sexos	2012	30.415,12
Murcia, Región de	Alta	Ambos sexos	2011	32.160,99
Murcia, Región de	Alta	Ambos sexos	2010	31.071,53
Murcia, Región de	Alta	Ambos sexos	2009	29.736,08
Murcia, Región de	Alta	Ambos sexos	2008	27.455,23
Murcia, Región de	Alta	Mujeres	2023	34.214,96
Murcia, Región de	Alta	Mujeres	2022	32.804,02
Murcia, Región de	Alta	Mujeres	2021	30.296,6
Murcia, Región de	Alta	Mujeres	2020	30.560,5
Murcia, Región de	Alta	Mujeres	2019	29.416,02
Murcia, Región de	Alta	Mujeres	2018	28.670,53
Murcia, Región de	Alta	Mujeres	2017	28.361,05
Murcia, Región de	Alta	Mujeres	2016	28.427,75
Murcia, Región de	Alta	Mujeres	2015	28.039,71
Murcia, Región de	Alta	Mujeres	2014	26.029,38
Murcia, Región de	Alta	Mujeres	2013	27.015,22
Murcia, Región de	Alta	Mujeres	2012	26.464,04
Murcia, Región de	Alta	Mujeres	2011	28.331,01
Murcia, Región de	Alta	Mujeres	2010	27.481,43
Murcia, Región de	Alta	Mujeres	2009	27.017,3
Murcia, Región de	Alta	Mujeres	2008	24.912,14
Murcia, Región de	Alta	Hombres	2023	38.935,44
Murcia, Región de	Alta	Hombres	2022	38.524,59
Murcia, Región de	Alta	Hombres	2021	36.921,28
Murcia, Región de	Alta	Hombres	2020	35.029,87
Murcia, Región de	Alta	Hombres	2019	33.424,55
Murcia, Región de	Alta	Hombres	2018	32.600,5
Murcia, Región de	Alta	Hombres	2017	32.692,57
Murcia, Región de	Alta	Hombres	2016	34.983,13
Murcia, Región de	Alta	Hombres	2015	34.638,07
Murcia, Región de	Alta	Hombres	2014	33.376,86
Murcia, Región de	Alta	Hombres	2013	33.970,73
Murcia, Región de	Alta	Hombres	2012	34.167,92
Murcia, Región de	Alta	Hombres	2011	35.371,54
Murcia, Región de	Alta	Hombres	2010	34.162,07
Murcia, Región de	Alta	Hombres	2009	31.905,88
Murcia, Región de	Alta	Hombres	2008	29.467,37
Murcia, Región de	Media	Ambos sexos	2023	21.146,62
Murcia, Región de	Media	Ambos sexos	2022	19.532,18
Murcia, Región de	Media	Ambos sexos	2021	19.165,96
Murcia, Región de	Media	Ambos sexos	2020	19.054,59
Murcia, Región de	Media	Ambos sexos	2019	18.105,58
Murcia, Región de	Media	Ambos sexos	2018	17.900,76
Murcia, Región de	Media	Ambos sexos	2017	17.258,93
Murcia, Región de	Media	Ambos sexos	2016	16.891,75
Murcia, Región de	Media	Ambos sexos	2015	17.145,5
Murcia, Región de	Media	Ambos sexos	2014	16.955,96
Murcia, Región de	Media	Ambos sexos	2013	17.107,91
Murcia, Región de	Media	Ambos sexos	2012	16.818,93
Murcia, Región de	Media	Ambos sexos	2011	16.872,82
Murcia, Región de	Media	Ambos sexos	2010	17.554,05
Murcia, Región de	Media	Ambos sexos	2009	17.045,19
Murcia, Región de	Media	Ambos sexos	2008	15.855,76
Murcia, Región de	Media	Mujeres	2023	17.836,44
Murcia, Región de	Media	Mujeres	2022	17.131,89
Murcia, Región de	Media	Mujeres	2021	16.309,67
Murcia, Región de	Media	Mujeres	2020	16.124,78
Murcia, Región de	Media	Mujeres	2019	15.148,71
Murcia, Región de	Media	Mujeres	2018	14.801,52
Murcia, Región de	Media	Mujeres	2017	14.246,68
Murcia, Región de	Media	Mujeres	2016	14.001,44
Murcia, Región de	Media	Mujeres	2015	13.775,52
Murcia, Región de	Media	Mujeres	2014	14.188,16
Murcia, Región de	Media	Mujeres	2013	14.148,06
Murcia, Región de	Media	Mujeres	2012	14.010,08
Murcia, Región de	Media	Mujeres	2011	14.169,89
Murcia, Región de	Media	Mujeres	2010	14.762,84
Murcia, Región de	Media	Mujeres	2009	13.668,73
Murcia, Región de	Media	Mujeres	2008	13.078,82
Murcia, Región de	Media	Hombres	2023	24.492,58
Murcia, Región de	Media	Hombres	2022	22.000,41
Murcia, Región de	Media	Hombres	2021	21.710,47
Murcia, Región de	Media	Hombres	2020	21.752,59
Murcia, Región de	Media	Hombres	2019	20.923,96
Murcia, Región de	Media	Hombres	2018	20.346,47
Murcia, Región de	Media	Hombres	2017	20.363,84
Murcia, Región de	Media	Hombres	2016	19.784,35
Murcia, Región de	Media	Hombres	2015	20.576,76
Murcia, Región de	Media	Hombres	2014	19.766,37
Murcia, Región de	Media	Hombres	2013	20.182,07
Murcia, Región de	Media	Hombres	2012	19.741,93
Murcia, Región de	Media	Hombres	2011	19.437,59
Murcia, Región de	Media	Hombres	2010	20.359,54
Murcia, Región de	Media	Hombres	2009	20.266,03
Murcia, Región de	Media	Hombres	2008	18.716,65
Murcia, Región de	Baja	Ambos sexos	2023	18.893,28
Murcia, Región de	Baja	Ambos sexos	2022	18.424,34
Murcia, Región de	Baja	Ambos sexos	2021	18.073,29
Murcia, Región de	Baja	Ambos sexos	2020	17.554,23
Murcia, Región de	Baja	Ambos sexos	2019	17.788,33
Murcia, Región de	Baja	Ambos sexos	2018	17.284,89
Murcia, Región de	Baja	Ambos sexos	2017	16.519,5
Murcia, Región de	Baja	Ambos sexos	2016	15.659,69
Murcia, Región de	Baja	Ambos sexos	2015	15.865,98
Murcia, Región de	Baja	Ambos sexos	2014	15.463,92
Murcia, Región de	Baja	Ambos sexos	2013	14.756,53
Murcia, Región de	Baja	Ambos sexos	2012	15.198,84
Murcia, Región de	Baja	Ambos sexos	2011	15.607,42
Murcia, Región de	Baja	Ambos sexos	2010	14.742,87
Murcia, Región de	Baja	Ambos sexos	2009	16.424,94
Murcia, Región de	Baja	Ambos sexos	2008	15.844,03
Murcia, Región de	Baja	Mujeres	2023	13.633,42
Murcia, Región de	Baja	Mujeres	2022	13.402,42
Murcia, Región de	Baja	Mujeres	2021	13.141,47
Murcia, Región de	Baja	Mujeres	2020	12.493,46
Murcia, Región de	Baja	Mujeres	2019	13.294,48
Murcia, Región de	Baja	Mujeres	2018	11.335,68
Murcia, Región de	Baja	Mujeres	2017	11.910,97
Murcia, Región de	Baja	Mujeres	2016	11.366,67
Murcia, Región de	Baja	Mujeres	2015	11.329,9
Murcia, Región de	Baja	Mujeres	2014	10.816,67
Murcia, Región de	Baja	Mujeres	2013	10.430,44
Murcia, Región de	Baja	Mujeres	2012	10.359,35
Murcia, Región de	Baja	Mujeres	2011	11.698,32
Murcia, Región de	Baja	Mujeres	2010	11.445,72
Murcia, Región de	Baja	Mujeres	2009	12.206,67
Murcia, Región de	Baja	Mujeres	2008	11.802,48
Murcia, Región de	Baja	Hombres	2023	21.593,94
Murcia, Región de	Baja	Hombres	2022	20.809,42
Murcia, Región de	Baja	Hombres	2021	20.458,61
Murcia, Región de	Baja	Hombres	2020	20.130,98
Murcia, Región de	Baja	Hombres	2019	19.859,6
Murcia, Región de	Baja	Hombres	2018	20.314,17
Murcia, Región de	Baja	Hombres	2017	19.201,19
Murcia, Región de	Baja	Hombres	2016	18.121,09
Murcia, Región de	Baja	Hombres	2015	18.309,15
Murcia, Región de	Baja	Hombres	2014	17.900,52
Murcia, Región de	Baja	Hombres	2013	17.435,88
Murcia, Región de	Baja	Hombres	2012	17.729,7
Murcia, Región de	Baja	Hombres	2011	17.514,63
Murcia, Región de	Baja	Hombres	2010	16.821,3
Murcia, Región de	Baja	Hombres	2009	17.907,47
Murcia, Región de	Baja	Hombres	2008	17.494,98
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2023	31.199,66
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2022	29.189,52
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2021	28.459,37
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2020	27.995,96
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2019	27.493,93
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2018	26.364,75
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2017	26.329,79
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2016	25.468,38
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2015	24.863,98
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2014	24.700,78
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2013	23.836,93
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2012	23.784,38
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2011	24.384,92
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2010	23.824,88
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2009	23.657,71
Navarra, Comunidad Foral de	Todas las ocupaciones	Ambos sexos	2008	23.342,74
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2023	27.461,86
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2022	26.033,3
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2021	24.809,14
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2020	24.047,13
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2019	23.728,82
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2018	22.697,59
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2017	21.898,57
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2016	20.946
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2015	20.563,08
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2014	20.163,1
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2013	19.364,43
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2012	19.462,13
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2011	19.977,24
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2010	19.927,15
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2009	19.487,55
Navarra, Comunidad Foral de	Todas las ocupaciones	Mujeres	2008	19.212,76
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2023	34.623,18
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2022	31.959,85
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2021	31.643,22
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2020	31.317,91
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2019	30.564,9
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2018	29.546,12
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2017	29.699,1
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2016	29.098,99
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2015	28.727,37
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2014	28.659,74
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2013	27.848,15
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2012	27.632,8
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2011	27.834,48
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2010	26.982,49
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2009	26.755,77
Navarra, Comunidad Foral de	Todas las ocupaciones	Hombres	2008	26.635,75
Navarra, Comunidad Foral de	Alta	Ambos sexos	2023	40.805,16
Navarra, Comunidad Foral de	Alta	Ambos sexos	2022	38.765,8
Navarra, Comunidad Foral de	Alta	Ambos sexos	2021	38.692,25
Navarra, Comunidad Foral de	Alta	Ambos sexos	2020	37.673,91
Navarra, Comunidad Foral de	Alta	Ambos sexos	2019	36.139,4
Navarra, Comunidad Foral de	Alta	Ambos sexos	2018	34.719,94
Navarra, Comunidad Foral de	Alta	Ambos sexos	2017	34.589,89
Navarra, Comunidad Foral de	Alta	Ambos sexos	2016	33.877,57
Navarra, Comunidad Foral de	Alta	Ambos sexos	2015	33.339,23
Navarra, Comunidad Foral de	Alta	Ambos sexos	2014	32.121,03
Navarra, Comunidad Foral de	Alta	Ambos sexos	2013	32.575,8
Navarra, Comunidad Foral de	Alta	Ambos sexos	2012	31.313,79
Navarra, Comunidad Foral de	Alta	Ambos sexos	2011	31.486,98
Navarra, Comunidad Foral de	Alta	Ambos sexos	2010	31.306,01
Navarra, Comunidad Foral de	Alta	Ambos sexos	2009	31.083,34
Navarra, Comunidad Foral de	Alta	Ambos sexos	2008	29.913,18
Navarra, Comunidad Foral de	Alta	Mujeres	2023	37.074,86
Navarra, Comunidad Foral de	Alta	Mujeres	2022	35.493,33
Navarra, Comunidad Foral de	Alta	Mujeres	2021	34.387,58
Navarra, Comunidad Foral de	Alta	Mujeres	2020	32.854,88
Navarra, Comunidad Foral de	Alta	Mujeres	2019	31.570,34
Navarra, Comunidad Foral de	Alta	Mujeres	2018	31.081,63
Navarra, Comunidad Foral de	Alta	Mujeres	2017	29.236,64
Navarra, Comunidad Foral de	Alta	Mujeres	2016	28.050,42
Navarra, Comunidad Foral de	Alta	Mujeres	2015	28.587,4
Navarra, Comunidad Foral de	Alta	Mujeres	2014	26.914,82
Navarra, Comunidad Foral de	Alta	Mujeres	2013	27.939,93
Navarra, Comunidad Foral de	Alta	Mujeres	2012	26.669,08
Navarra, Comunidad Foral de	Alta	Mujeres	2011	26.989,6
Navarra, Comunidad Foral de	Alta	Mujeres	2010	27.110,45
Navarra, Comunidad Foral de	Alta	Mujeres	2009	26.402,34
Navarra, Comunidad Foral de	Alta	Mujeres	2008	25.699,2
Navarra, Comunidad Foral de	Alta	Hombres	2023	45.129,55
Navarra, Comunidad Foral de	Alta	Hombres	2022	42.370,66
Navarra, Comunidad Foral de	Alta	Hombres	2021	43.357,1
Navarra, Comunidad Foral de	Alta	Hombres	2020	42.500,62
Navarra, Comunidad Foral de	Alta	Hombres	2019	40.678,27
Navarra, Comunidad Foral de	Alta	Hombres	2018	38.711,79
Navarra, Comunidad Foral de	Alta	Hombres	2017	39.774,27
Navarra, Comunidad Foral de	Alta	Hombres	2016	39.586,09
Navarra, Comunidad Foral de	Alta	Hombres	2015	38.458,77
Navarra, Comunidad Foral de	Alta	Hombres	2014	37.936,47
Navarra, Comunidad Foral de	Alta	Hombres	2013	36.704,76
Navarra, Comunidad Foral de	Alta	Hombres	2012	35.701,09
Navarra, Comunidad Foral de	Alta	Hombres	2011	35.262,3
Navarra, Comunidad Foral de	Alta	Hombres	2010	35.630,77
Navarra, Comunidad Foral de	Alta	Hombres	2009	35.653,76
Navarra, Comunidad Foral de	Alta	Hombres	2008	34.268,89
Navarra, Comunidad Foral de	Media	Ambos sexos	2023	25.915,86
Navarra, Comunidad Foral de	Media	Ambos sexos	2022	24.086,31
Navarra, Comunidad Foral de	Media	Ambos sexos	2021	23.443,13
Navarra, Comunidad Foral de	Media	Ambos sexos	2020	23.362,71
Navarra, Comunidad Foral de	Media	Ambos sexos	2019	23.129,84
Navarra, Comunidad Foral de	Media	Ambos sexos	2018	22.360,04
Navarra, Comunidad Foral de	Media	Ambos sexos	2017	22.649,28
Navarra, Comunidad Foral de	Media	Ambos sexos	2016	21.741,14
Navarra, Comunidad Foral de	Media	Ambos sexos	2015	21.354,17
Navarra, Comunidad Foral de	Media	Ambos sexos	2014	20.809,67
Navarra, Comunidad Foral de	Media	Ambos sexos	2013	20.721,2
Navarra, Comunidad Foral de	Media	Ambos sexos	2012	20.920,88
Navarra, Comunidad Foral de	Media	Ambos sexos	2011	21.938,29
Navarra, Comunidad Foral de	Media	Ambos sexos	2010	20.931,98
Navarra, Comunidad Foral de	Media	Ambos sexos	2009	20.845,79
Navarra, Comunidad Foral de	Media	Ambos sexos	2008	21.168,65
Navarra, Comunidad Foral de	Media	Mujeres	2023	21.653,94
Navarra, Comunidad Foral de	Media	Mujeres	2022	20.813,9
Navarra, Comunidad Foral de	Media	Mujeres	2021	19.759,45
Navarra, Comunidad Foral de	Media	Mujeres	2020	20.002,72
Navarra, Comunidad Foral de	Media	Mujeres	2019	19.838,53
Navarra, Comunidad Foral de	Media	Mujeres	2018	18.593,6
Navarra, Comunidad Foral de	Media	Mujeres	2017	18.126,47
Navarra, Comunidad Foral de	Media	Mujeres	2016	17.975,57
Navarra, Comunidad Foral de	Media	Mujeres	2015	17.297,88
Navarra, Comunidad Foral de	Media	Mujeres	2014	16.575,78
Navarra, Comunidad Foral de	Media	Mujeres	2013	16.661,24
Navarra, Comunidad Foral de	Media	Mujeres	2012	16.997,29
